UserID ChannelID diff(StartTime(s)) Duration(ms) FS=1 LS=1
131116 4   0.043       14.664      0 1 	   
175342 103 0.027       35.430      1 1 	   
100267 90  0.016       64.059      0 1 	   
136360 12  0.004       19.957      1 1 	   
75808  3   0.003       149.760     1 1 	   
130462 95  0.110       6.867       0 1 	   
154737 3   0.027       10.271      1 1 	   
74150  95  0.020       8.073       1 -1	   
171792 3   0.013       8.344       0 1 	   
63737  53  0.070       2190.758    1 1 	   
61751  3   0.007       1963.219    1 1 	   
195133 4   0.010       6.758       1 1 	   
205985 66  0.010       1124.363    1 1 	   
70591  20  0.030       35628.031   1 1 	   
37162  171 0.013       776.474     1 0 	   
93587  19  0.047       5.018       1 1 	   
40886  28  0.026       40708.602   1 1 	   
72633  29  0.124       12.653      0 1 	   
84270  108 0.033       2396.952    1 1 	   
134250 66  0.030       83.707      1 1 	   
173532 4   0.020       30.479      1 1 	   
164760 13  0.080       5.419       1 1 	   
198651 37  0.007       1555.049    1 1 	   
170157 7   0.013       183.064     1 1 	   
113836 111 0.123       579.643     1 1 	   
144304 145 0.010       80.057      1 1 	   
68549  18  0.054       6.868       1 1 	   
126039 149 0.116       8304.761    1 1 	   
151949 111 0.020       7.523       0 1 	   
16920  66  0.007       165.323     1 1 	   
215474 82  0.037       415.408     1 1 	   
104290 73  0.013       1350.620    1 1 	   
149085 49  0.073       57.050      1 1 	   
125956 111 0.054       26.397      1 1 	   
115859 6   0.056       24.079      1 1 	   
4949   48  0.007       8.606       1 1 	   
85285  9   0.003       36.956      1 1 	   
102513 62  0.014       168.365     1 1 	   
38609  52  0.056       230.395     1 1 	   
80471  9   0.037       370.833     1 1 	   
32679  109 0.007       574.398     1 1 	   
76185  82  0.006       9.272       1 1 	   
93267  148 0.034       155.150     1 1 	   
181121 13  0.040       10.994      1 1 	   
29196  3   0.020       591.233     1 1 	   
151433 13  0.030       7.465       0 1 	   
11082  109 0.006       167.577     1 1 	   
218315 3   0.037       8.476       1 1 	   
202471 108 0.007       1207.112    1 1 	   
130983 48  0.013       518.468     1 1 	   
168781 88  0.037       16.013      0 1 	   
161419 90  0.033       32.728      1 1 	   
183790 36  0.003       1323.114    1 1 	   
46583  3   0.134       991.937     1 1 	   
41838  66  0.156       61.288      1 1 	   
179104 73  0.004       65.467      1 1 	   
104116 66  0.070       406.228     1 1 	   
173714 66  0.080       100.426     1 1 	   
123976 106 0.033       8.163       0 1 	   
13353  82  0.017       3484.212    1 1 	   
101074 62  0.040       569.863     1 1 	   
143325 112 0.026       5.643       1 1 	   
19628  3   0.027       242.912     1 1 	   
26973  20  0.017       31.777      1 1 	   
6251   7   0.060       72.879      1 1 	   
105678 36  0.006       1577.377    1 1 	   
116007 19  0.180       11.900      1 1 	   
52166  19  0.030       20.739      1 1 	   
116355 111 0.060       29.670      1 1 	   
13090  7   0.020       5.735       1 1 	   
140379 8   0.014       956.686     1 1 	   
215104 6   0.003       7.578       1 1 	   
154026 3   0.003       322.953     1 1 	   
109291 52  0.127       5.092       1 1 	   
87360  101 0.027       90.008      1 1 	   
186792 77  0.040       25.562      1 1 	   
129700 54  0.060       82.738      1 1 	   
68952  70  0.010       9.512       1 1 	   
198837 166 0.033       7.243       1 1 	   
22233  98  0.043       107.041     1 1 	   
129058 171 0.017       2584.351    1 0 	   
119217 38  0.070       5.151       0 1 	   
190990 18  0.040       17.156      1 1 	   
143105 87  0.033       7.638       1 1 	   
170448 54  0.087       7.123       1 1 	   
83377  37  0.000       5.571       0 1 	   
210722 75  0.093       14.243      0 1 	   
157604 114 0.007       14.957      0 1 	   
146996 11  0.047       37.276      1 1 	   
21543  3   0.013       6.186       1 1 	   
146732 70  0.007       24.336      1 1 	   
189649 67  0.040       16.999      1 1 	   
149229 6   0.073       10.166      1 1 	   
25973  53  0.013       197.651     1 1 	   
121093 65  0.014       8.916       1 1 	   
4249   14  0.006       7.009       1 1 	   
102654 66  0.010       5.652       0 1 	   
205882 128 0.004       16.775      1 1 	   
205698 4   0.020       3431.793    1 1 	   
82959  63  0.013       384.030     1 1 	   
66484  36  0.003       283.951     1 1 	   
60144  171 0.020       15.307      1 0 	   
148910 46  0.017       15.429      1 1 	   
93271  21  0.010       5.088       0 1 	   
141910 108 0.040       93.426      1 1 	   
134461 36  0.050       523.423     1 1 	   
52015  3   0.017       1464.499    1 1 	   
73775  70  0.070       11.758      1 1 	   
115592 19  0.033       3311.988    1 1 	   
135540 82  0.013       47.086      1 1 	   
148303 171 0.087       15.156      1 0 	   
205590 73  0.023       11.600      0 1 	   
181739 71  0.004       11.431      1 1 	   
199171 6   0.060       6.790       0 1 	   
189196 8   0.016       566.305     1 1 	   
131658 77  0.040       8.733       1 1 	   
155260 4   0.027       14.681      0 1 	   
28643  30  0.023       21.383      1 1 	   
193587 37  0.004       194.194     1 1 	   
34069  138 0.010       4195.820    1 1 	   
30130  89  0.043       16.657      0 1 	   
61254  37  0.063       300.136     1 1 	   
147785 23  0.017       118.587     1 1 	   
88     4   0.007       30.768      1 1 	   
33220  66  0.000       3323.594    1 1 	   
167360 171 0.133       182.125     1 -1	   
137067 71  0.013       48.663      1 1 	   
35963  50  0.014       9.669       1 1 	   
93801  73  0.060       6.672       1 1 	   
207100 73  0.020       40.716      1 1 	   
27881  105 0.260       33.192      1 1 	   
211032 39  0.080       1309.536    1 1 	   
199227 171 0.020       80.635      1 0 	   
3763   126 0.076       56.645      1 1 	   
10047  105 0.034       93.764      1 1 	   
8714   108 0.070       14.086      1 1 	   
112269 36  0.090       8.564       1 1 	   
96165  3   0.013       34.507      1 1 	   
58083  46  0.007       6.709       0 1 	   
217122 112 0.003       8.067       1 1 	   
15778  5   0.007       10.875      0 1 	   
13223  54  0.166       1217.472    1 1 	   
1148   75  0.044       35.629      1 1 	   
47763  6   0.160       13.027      0 1 	   
180860 73  0.043       2120.042    1 1 	   
114341 49  0.153       7.285       1 1 	   
182507 109 0.004       21.902      1 1 	   
92142  13  0.020       2873.117    1 1 	   
177916 73  0.063       78.784      1 1 	   
85021  11  0.010       6.960       1 1 	   
89423  171 0.013       33.469      1 0 	   
103703 77  0.144       1046.907    1 1 	   
126459 91  0.006       5.729       0 1 	   
174033 54  0.004       330.410     1 1 	   
112328 14  0.020       48.506      1 1 	   
195218 3   0.010       33.152      1 1 	   
155455 112 0.036       25.854      1 1 	   
122986 36  0.010       2926.376    1 1 	   
65577  37  0.050       19.733      1 1 	   
21337  43  0.007       18.340      1 1 	   
146107 82  0.013       3895.776    1 1 	   
31391  7   0.054       8.631       1 1 	   
132707 58  0.033       5.272       0 1 	   
105061 8   0.017       7.664       1 1 	   
105139 36  0.040       28.437      1 1 	   
33758  15  0.003       11628.630   1 1 	   
74410  171 0.017       2788.113    1 0 	   
45024  51  0.000       6.544       1 1 	   
221605 171 0.010       96.576      1 0 	   
50832  52  0.026       9.303       1 1 	   
162557 112 0.017       11.396      1 1 	   
133580 50  0.037       5.083       0 1 	   
134827 86  0.030       8.739       1 1 	   
33303  24  0.036       5.873       1 1 	   
58386  82  0.054       84596.521   1 1 	   
77753  9   0.116       12.994      0 1 	   
96936  107 0.080       11.616      0 1 	   
15698  20  0.017       219.942     1 1 	   
37148  39  0.037       584.752     1 1 	   
91792  19  0.103       167.492     1 1 	   
191662 97  0.037       26.838      1 1 	   
181581 112 0.043       5.686       1 1 	   
70962  18  0.003       6.381       1 1 	   
136081 66  0.024       8.423       1 1 	   
60278  7   0.030       5.418       0 1 	   
13808  53  0.003       5.899       1 1 	   
195133 14  0.007       2657.445    1 1 	   
192384 38  0.036       7476.111    1 1 	   
201627 82  0.007       1504.393    1 1 	   
179368 7   0.000       709.350     1 1 	   
58405  11  0.007       5.451       1 1 	   
186187 37  0.010       100.125     1 1 	   
198087 49  0.130       5.774       1 1 	   
209739 86  0.006       21.923      1 1 	   
79118  50  0.134       293.939     1 1 	   
114814 7   0.016       1203.539    1 1 	   
40525  8   0.040       2818.862    1 1 	   
66684  108 0.034       1050.649    1 1 	   
801    13  0.086       138.028     1 1 	   
59523  133 0.034       5.841       0 1 	   
103706 83  0.026       45.431      1 1 	   
48294  14  0.077       5.559       1 1 	   
70856  70  0.007       521.955     1 1 	   
34956  51  0.086       13149.205   1 1 	   
109291 53  0.094       5.246       1 1 	   
60671  6   0.003       188.442     1 1 	   
162202 3   0.137       1464.219    1 1 	   
88105  15  0.020       14.935      0 1 	   
57561  149 0.156       14.928      0 1 	   
202395 8   0.007       4001.059    1 1 	   
597    68  0.027       31.010      1 1 	   
3627   71  0.020       4535.261    1 1 	   
168871 82  0.063       373.694     1 1 	   
67280  9   0.037       42.215      1 1 	   
13090  8   0.026       19.547      1 1 	   
80471  9   0.094       5.196       0 1 	   
99023  75  0.013       7.363       1 1 	   
217240 171 0.013       12.948      1 0 	   
15245  66  0.027       2585.515    1 1 	   
160491 5   0.093       2562.159    1 1 	   
48816  78  0.060       26.917      1 1 	   
14113  132 0.004       13.150      1 1 	   
69739  20  0.103       122.551     1 1 	   
109743 16  0.047       5.538       1 1 	   
28988  19  0.013       5.143       0 1 	   
83377  37  0.040       781.507     1 1 	   
158288 73  0.010       599.149     1 1 	   
212012 48  0.067       53195.723   1 1 	   
115351 17  0.013       106.621     1 1 	   
125659 14  0.023       190.728     1 1 	   
119217 34  0.077       10.246      0 1 	   
37152  99  0.023       10.560      1 1 	   
47150  114 0.010       34.156      1 1 	   
220894 13  0.004       7.935       1 1 	   
76401  89  0.006       6.270       0 1 	   
48043  171 0.040       2523.694    1 0 	   
9207   53  0.020       151.318     1 1 	   
187700 38  0.014       13.118      1 1 	   
157686 66  0.020       399.691     1 1 	   
116740 89  0.053       36.621      1 1 	   
16517  52  0.007       5.203       1 1 	   
176855 37  0.016       16702.500   1 1 	   
77821  54  0.020       423.722     1 1 	   
24742  18  0.044       5.810       1 1 	   
56518  8   0.013       4031.550    1 1 	   
45428  54  0.020       513.687     1 1 	   
82419  53  0.083       6.168       1 1 	   
33366  86  0.004       24.621      0 1 	   
141672 82  0.013       1002.621    1 1 	   
176147 3   0.067       16.784      1 1 	   
145783 115 0.030       14.759      1 1 	   
21543  5   0.013       22.793      1 1 	   
101428 54  0.013       61.070      1 1 	   
13870  15  0.057       8.358       1 1 	   
96575  50  0.050       666.257     1 1 	   
124447 39  0.010       5.479       1 1 	   
18581  17  0.077       8.418       1 1 	   
29375  4   0.163       174.413     1 1 	   
110954 110 0.053       771.481     1 1 	   
4174   7   0.134       41.158      1 1 	   
179530 4   0.003       216.758     1 1 	   
171333 75  0.010       6.739       0 1 	   
155594 147 0.100       34.567      1 1 	   
192890 82  0.027       2722.313    1 1 	   
50045  21  0.020       74.688      1 1 	   
69827  44  0.000       5.479       1 1 	   
123197 36  0.006       3072.426    1 1 	   
133024 3   0.004       8.663       0 1 	   
170448 49  0.050       2607.592    1 1 	   
154737 54  0.076       159.503     1 1 	   
4249   15  0.124       1860.743    1 1 	   
202191 39  0.026       26.716      1 1 	   
173190 66  0.044       59.976      1 1 	   
76185  71  0.053       3037.255    1 1 	   
179754 3   0.003       11.549      1 1 	   
160486 73  0.030       12.201      1 1 	   
143105 88  0.070       6.131       1 1 	   
93271  25  0.214       6.113       0 1 	   
93801  71  0.190       26.943      1 1 	   
214773 37  0.006       40.688      1 1 	   
217240 171 0.010       5.930       1 0 	   
187675 3   0.014       91.427      1 1 	   
123073 36  0.103       211.808     1 1 	   
143265 12  0.057       790.390     1 1 	   
74150  98  0.043       32.705      1 -1	   
133580 55  0.087       11.915      0 1 	   
176147 3   0.176       7.683       0 1 	   
115621 62  0.004       5.505       1 1 	   
84151  171 0.013       2516.464    1 0 	   
196139 7   0.053       5.941       1 1 	   
186510 53  0.060       14.948      0 1 	   
90782  171 0.020       32.709      1 0 	   
8754   17  0.030       1293.202    1 1 	   
4949   50  0.054       4723.896    1 1 	   
150295 14  0.103       6.140       1 1 	   
59795  3   0.027       18.206      1 1 	   
102888 12  0.010       5.648       1 1 	   
130824 9   0.160       6.117       1 1 	   
123976 116 0.100       5.758       0 1 	   
190990 19  0.040       7.827       0 1 	   
68952  71  0.066       67.374      1 1 	   
121093 66  0.034       16.414      1 1 	   
181121 14  0.020       6.507       1 1 	   
58405  12  0.066       28.189      1 1 	   
33303  66  0.007       338.833     1 1 	   
79511  54  0.030       6.309       1 1 	   
151949 110 0.027       455.740     1 1 	   
221937 52  0.040       5.411       0 1 	   
194459 79  0.013       942.948     1 1 	   
181581 108 0.000       484.378     1 1 	   
36785  14  0.093       186.297     1 1 	   
85021  9   0.134       82.836      1 1 	   
13808  50  0.046       9.086       1 1 	   
115803 98  0.057       6.668       1 1 	   
198087 50  0.017       33.746      1 1 	   
80271  66  0.046       31407.964   1 1 	   
109291 54  0.064       18.809      1 1 	   
135211 171 0.113       1401.106    1 0 	   
48294  15  0.017       6.095       1 1 	   
217122 84  0.040       6.850       1 1 	   
117864 82  0.000       8.149       1 1 	   
15454  49  0.023       143.402     1 1 	   
79095  19  0.090       5.294       1 1 	   
216130 9   0.037       816.916     1 1 	   
102014 3   0.003       6.474       1 1 	   
73560  54  0.007       411.801     1 1 	   
142380 82  0.003       6196.875    1 1 	   
94421  37  0.010       3191.588    1 1 	   
55168  62  0.063       563.504     1 1 	   
114173 36  0.050       1605.094    1 1 	   
64954  3   0.014       5252.760    1 1 	   
193131 171 0.023       418.535     1 0 	   
130975 62  0.050       9.773       1 1 	   
80471  4   0.000       5.339       0 1 	   
18696  3   0.070       6.256       1 1 	   
149229 7   0.013       316.588     1 1 	   
136360 12  0.040       5.411       0 1 	   
13530  71  0.024       9932.026    1 1 	   
171792 10  0.120       7.299       0 1 	   
105061 149 0.006       25.551      1 1 	   
221887 171 0.077       660.456     1 0 	   
202805 20  0.033       13.064      1 1 	   
106227 62  0.014       493.637     1 1 	   
222605 52  0.000       131.974     1 1 	   
28988  19  0.100       26.197      1 1 	   
32419  36  0.070       1626.740    1 1 	   
56893  10  0.003       30.520      0 1 	   
72633  5   0.020       12.737      1 1 	   
143325 115 0.003       5.632       1 1 	   
128533 55  0.034       11.623      1 1 	   
86261  8   0.016       640.395     1 1 	   
2279   36  0.034       929.234     1 1 	   
109743 17  0.020       1936.494    1 1 	   
161210 50  0.060       577.787     1 1 	   
92946  48  0.000       12.954      1 1 	   
16517  54  0.046       8246.798    1 1 	   
74559  71  0.000       109.991     1 1 	   
82778  49  0.007       12.286      1 1 	   
123181 171 0.007       10.406      1 0 	   
122554 4   0.120       1391.610    1 1 	   
39379  89  0.013       10.872      1 1 	   
220337 77  0.047       14454.440   1 1 	   
59482  20  0.010       61.019      1 1 	   
199171 8   0.100       2823.477    1 1 	   
99242  70  0.023       32.595      1 1 	   
185696 108 0.020       31.879      1 1 	   
51211  66  0.003       2653.247    1 1 	   
85424  153 0.007       5.893       0 1 	   
222224 52  0.017       10.036      1 1 	   
4646   171 0.283       2335.114    1 0 	   
135528 111 0.003       7.947       1 1 	   
206738 73  0.037       3803.815    1 1 	   
168541 69  0.007       57.522      1 1 	   
218315 88  0.010       8428.318    1 1 	   
134827 85  0.013       29.479      1 1 	   
3119   17  0.073       101.532     1 1 	   
71052  66  0.050       255.781     1 1 	   
57957  109 0.107       42.180      1 1 	   
136081 70  0.003       347.416     1 1 	   
158515 112 0.044       12.819      1 1 	   
91669  14  0.036       33.467      1 1 	   
168313 111 0.060       115.632     1 1 	   
73775  66  0.017       241.801     1 1 	   
82419  52  0.047       6.658       1 1 	   
50832  50  0.043       7795.618    1 1 	   
79515  110 0.003       2775.512    1 1 	   
69285  62  0.084       12.169      1 1 	   
70146  14  0.023       185.514     1 1 	   
60278  8   0.003       3537.707    1 1 	   
99023  73  0.054       5.095       1 1 	   
151433 37  0.040       146.504     1 1 	   
62757  4   0.006       7.677       1 1 	   
7474   36  0.020       2586.013    1 1 	   
13514  108 0.030       9.431       1 1 	   
170871 108 0.034       42.104      1 1 	   
119554 8   0.043       939.440     1 1 	   
149323 110 0.083       705.092     1 1 	   
106662 36  0.110       404.444     1 1 	   
93551  98  0.080       14.572      1 1 	   
168999 114 0.024       176.775     1 1 	   
134395 66  0.093       72.457      1 1 	   
72342  3   0.027       18.258      1 1 	   
129193 82  0.010       158.379     1 1 	   
110666 36  0.000       11.965      1 1 	   
14255  110 0.010       270.321     1 1 	   
13809  42  0.000       18738.960   1 1 	   
2399   73  0.010       13.470      1 1 	   
194236 73  0.003       14470.889   1 1 	   
70269  53  0.020       5.377       1 1 	   
125869 9   0.010       8.556       1 1 	   
188324 171 0.107       514.388     1 0 	   
210608 14  0.063       12.211      1 1 	   
96633  12  0.017       15.821      1 1 	   
144663 111 0.120       1101.137    1 1 	   
142587 4   0.066       314.021     1 1 	   
182654 51  0.004       1304.462    1 1 	   
172853 6   0.023       24.603      1 1 	   
87687  66  0.003       574.206     1 1 	   
171333 75  0.057       60.127      1 1 	   
56196  3   0.000       856.586     1 1 	   
123413 14  0.013       188.999     1 1 	   
220894 14  0.074       35.641      1 1 	   
107081 64  0.023       3350.998    1 1 	   
109864 62  0.093       146.342     1 1 	   
83257  21  0.004       6.073       1 1 	   
115621 108 0.043       13.919      1 1 	   
76745  112 0.017       47.708      1 1 	   
16861  111 0.003       1854.006    1 1 	   
159661 108 0.030       182655.283  1 1 	   
65840  171 0.020       4710.208    1 0 	   
30072  102 0.027       643.293     1 1 	   
106745 14  0.040       6.018       1 1 	   
15857  109 0.013       1628.595    1 1 	   
19116  105 0.020       6.461       1 1 	   
15881  8   0.007       8.498       1 1 	   
131773 53  0.056       12.886      1 1 	   
101505 171 0.034       960.450     1 0 	   
161445 89  0.033       2383.764    1 1 	   
220434 171 0.023       21.007      1 0 	   
50167  5   0.007       9.740       1 1 	   
34214  3   0.007       229.800     1 1 	   
70962  20  0.013       14.189      1 1 	   
210722 81  0.023       14.542      0 1 	   
192088 171 0.007       106.004     1 0 	   
168781 3   0.067       13.375      0 1 	   
196139 8   0.053       14.025      1 1 	   
60144  171 0.053       14.962      1 0 	   
134103 8   0.020       7.105       1 1 	   
112269 33  0.144       5.107       1 1 	   
13870  8   0.096       275.157     1 1 	   
56169  66  0.034       1312.224    1 1 	   
112853 66  0.010       15634.498   1 1 	   
13640  105 0.006       47.082      1 1 	   
191731 54  0.004       13.832      1 1 	   
123976 124 0.013       32.948      0 1 	   
42204  62  0.027       91.296      1 1 	   
188143 75  0.036       59.712      1 1 	   
150295 87  0.020       10.454      1 1 	   
18581  82  0.044       510.127     1 1 	   
126748 9   0.033       98.846      1 1 	   
78696  7   0.050       8.362       1 1 	   
88104  24  0.010       152.503     1 1 	   
18177  10  0.087       6.831       1 1 	   
174802 131 0.006       8.934       1 1 	   
96936  107 0.030       3253.524    1 1 	   
125083 112 0.067       46702.453   1 1 	   
157526 53  0.040       7.470       1 1 	   
76401  13  0.010       12882.950   1 1 	   
99855  73  0.047       5.350       1 1 	   
123234 73  0.100       41.016      1 1 	   
130462 99  0.036       5.739       0 1 	   
205427 171 0.027       55.217      1 0 	   
125163 105 0.033       95.382      1 1 	   
164760 18  0.014       13.362      1 1 	   
187094 17  0.070       8450.209    1 1 	   
103143 36  0.006       1454.326    1 1 	   
41413  52  0.004       134.279     1 1 	   
60962  23  0.026       115.335     1 1 	   
57732  110 0.034       109.785     1 1 	   
155260 4   0.060       106.294     1 1 	   
176598 66  0.050       3439.193    1 1 	   
8714   108 0.036       1310.364    1 1 	   
148303 66  0.027       1654.912    1 1 	   
58083  62  0.033       551.194     1 1 	   
45024  48  0.064       2083.110    1 1 	   
119290 62  0.026       404.031     1 1 	   
46361  3   0.037       1958.646    1 1 	   
139407 171 0.017       39.105      1 0 	   
73701  36  0.053       25.551      1 1 	   
131496 8   0.007       47.307      1 1 	   
85601  70  0.146       42.961      1 1 	   
96766  17  0.007       14148.105   1 1 	   
180855 14  0.020       12.328      1 1 	   
179256 38  0.020       64.796      1 1 	   
211871 54  0.033       1286.725    1 1 	   
176329 89  0.044       2378.104    1 1 	   
49786  171 0.006       25.346      1 0 	   
8515   8   0.007       14.959      0 1 	   
37152  108 0.017       559.210     1 1 	   
77753  3   0.006       20.420      0 1 	   
209654 5   0.020       7672.760    1 1 	   
150127 62  0.004       13.037      1 1 	   
118631 150 0.113       1712.340    1 1 	   
155735 11  0.083       30.343      1 1 	   
161175 171 0.014       32.829      1 0 	   
201757 15  0.026       1589.958    1 1 	   
102014 54  0.010       649.354     1 1 	   
16222  70  0.050       44.594      1 1 	   
136360 13  0.004       50.483      1 1 	   
18696  89  0.013       88.546      1 1 	   
79717  3   0.047       5.926       1 1 	   
63533  110 0.076       96.368      1 1 	   
217122 11  0.027       7.090       1 1 	   
112004 69  0.097       5.480       1 1 	   
16730  70  0.006       7.946       0 1 	   
21180  24  0.014       10.522      1 1 	   
76685  66  0.016       5.420       0 1 	   
190990 19  0.000       144.241     1 1 	   
205882 105 0.067       48.162      1 1 	   
14427  3   0.100       442.549     1 1 	   
50624  37  0.067       704.858     1 1 	   
12859  3   0.043       1429.917    1 1 	   
76814  17  0.033       4044.076    1 1 	   
199685 3   0.070       3440.260    1 1 	   
96664  114 0.014       133.209     1 1 	   
56908  36  0.043       1035.399    1 1 	   
88902  93  0.063       391.232     1 1 	   
33267  36  0.034       35.199      1 1 	   
64962  36  0.043       1041.323    1 1 	   
113563 4   0.003       218.692     1 1 	   
13647  66  0.007       6.214       1 1 	   
99023  71  0.077       5.193       1 1 	   
35963  54  0.203       7.301       1 1 	   
104530 16  0.040       7.533       1 1 	   
205875 66  0.010       46.711      1 1 	   
181121 16  0.063       8.262       1 1 	   
149208 19  0.027       101.998     1 1 	   
164167 3   0.040       1263.316    1 1 	   
157122 52  0.017       133.949     1 1 	   
191949 4   0.006       377.758     1 1 	   
92578  6   0.000       16.958      1 1 	   
162017 110 0.034       10.189      0 1 	   
86118  7   0.106       10045.578   1 1 	   
101024 19  0.034       23.980      1 1 	   
25024  36  0.020       3104.430    1 1 	   
215751 82  0.033       8.177       1 1 	   
135159 5   0.197       14.935      0 1 	   
215104 6   0.043       20.280      1 1 	   
90686  171 0.017       2207.172    1 0 	   
218579 3   0.040       906.032     1 1 	   
198837 33  0.013       9.837       1 1 	   
77122  108 0.010       1526.932    1 1 	   
143105 92  0.007       5.057       1 1 	   
57564  6   0.016       10.053      1 1 	   
93587  41  0.007       136.721     1 1 	   
9249   171 0.017       3332.935    1 0 	   
13808  51  0.086       742.518     1 1 	   
40772  73  0.004       2494.383    1 1 	   
152909 54  0.096       24.317      1 1 	   
47150  114 0.077       6.538       0 1 	   
184616 37  0.020       270.869     1 1 	   
221389 114 0.020       255.979     1 1 	   
179754 36  0.000       3250.932    1 1 	   
187204 82  0.003       7.184       1 1 	   
217240 171 0.010       19.038      1 0 	   
87862  68  0.017       12.408      1 1 	   
187700 80  0.030       272.893     1 1 	   
51103  112 0.100       2073.125    1 1 	   
135949 50  0.030       6449.230    1 1 	   
182366 114 0.020       15.045      1 1 	   
213085 171 0.077       2605.990    1 0 	   
41238  51  0.006       9746.604    1 1 	   
212934 66  0.024       1342.031    1 1 	   
78859  5   0.073       54.967      1 1 	   
148910 42  0.063       5.012       1 1 	   
97698  50  0.020       3126.950    1 1 	   
136740 19  0.030       86.231      1 1 	   
128465 107 0.057       3132.862    1 1 	   
79286  149 0.017       1439.016    1 1 	   
11671  73  0.036       58.929      1 1 	   
102888 16  0.024       7.037       1 1 	   
155955 113 0.010       8.823       1 1 	   
160486 75  0.033       2959.905    1 1 	   
87834  110 0.037       5.499       1 1 	   
68015  8   0.016       33.869      1 1 	   
144646 6   0.000       102.474     1 1 	   
113195 171 0.014       1307.781    1 0 	   
149004 3   0.060       7.959       1 1 	   
217362 50  0.003       11.364      1 1 	   
185384 9   0.003       44.430      1 1 	   
70406  4   0.004       1329.992    1 1 	   
34565  3   0.003       7515.069    1 1 	   
135528 10  0.017       10.281      1 1 	   
155068 46  0.033       44.561      1 1 	   
149710 46  0.023       21.847      1 1 	   
186792 171 0.014       94.366      1 0 	   
27412  8   0.013       342.869     1 1 	   
119417 171 0.023       31.367      1 0 	   
9431   171 0.120       227.158     1 0 	   
106745 13  0.064       10.697      1 1 	   
79511  54  0.040       14.756      1 1 	   
120655 7   0.126       7.304       1 1 	   
144712 14  0.060       7.788       1 1 	   
124447 108 0.034       561.040     1 1 	   
19065  17  0.113       12.494      1 1 	   
144200 105 0.103       12.912      1 1 	   
19116  108 0.000       4910.820    1 1 	   
205025 36  0.010       1771.048    1 1 	   
123181 171 0.000       373.313     1 0 	   
87879  36  0.017       6774.495    1 1 	   
92574  135 0.020       14.612      0 1 	   
192592 3   0.003       76.046      1 1 	   
163330 46  0.010       7.987       1 1 	   
110285 171 0.067       1324.580    1 0 	   
210892 29  0.067       594.236     1 1 	   
129090 3   0.103       3599.974    1 1 	   
137018 171 0.060       6.444       1 0 	   
140514 66  0.063       60.491      1 1 	   
115803 95  0.017       7.442       1 1 	   
145783 18  0.050       67.266      1 1 	   
26762  48  0.030       426.094     1 1 	   
60264  50  0.037       288.342     1 1 	   
63369  62  0.020       349.514     1 1 	   
116355 98  0.010       5.403       0 1 	   
70269  53  0.016       459.282     1 1 	   
14330  3   0.090       8.156       1 1 	   
62492  3   0.017       5.520       1 1 	   
160243 107 0.090       5.098       0 1 	   
36641  36  0.020       36.418      1 1 	   
79175  66  0.003       3386.573    1 1 	   
79689  6   0.050       6.477       1 1 	   
131658 82  0.110       28.950      1 1 	   
222224 53  0.054       454.517     1 1 	   
134103 9   0.006       9.864       1 1 	   
146071 3   0.040       3644.072    1 1 	   
47763  110 0.017       2706.492    1 1 	   
88636  3   0.090       25.123      1 1 	   
211915 14  0.007       274.562     1 1 	   
79606  66  0.040       3297.019    1 1 	   
134404 66  0.150       1134.221    1 1 	   
9735   3   0.116       2043.108    1 1 	   
48294  18  0.004       5.126       1 1 	   
115859 7   0.010       714.883     1 1 	   
27132  14  0.010       7.350       1 1 	   
119281 37  0.046       5.002       1 1 	   
39379  66  0.074       38.322      1 1 	   
28643  54  0.043       500.072     1 1 	   
110868 171 0.003       1129.123    1 0 	   
162557 110 0.157       3261.981    1 1 	   
58378  114 0.003       129.024     1 1 	   
112004 66  0.027       16.136      1 1 	   
76685  66  0.027       566.370     1 1 	   
16311  89  0.106       12.408      1 1 	   
65577  38  0.027       793.090     1 1 	   
15881  5   0.000       18.413      1 1 	   
128533 54  0.033       24.914      1 1 	   
171667 52  0.030       45.597      1 1 	   
99145  73  0.004       134.399     1 1 	   
189649 70  0.010       6.578       1 1 	   
79717  71  0.010       99.570      1 1 	   
152161 8   0.036       17.815      1 1 	   
156479 49  0.070       627.684     1 1 	   
75383  8   0.067       10.771      1 1 	   
138588 17  0.030       574.073     1 1 	   
203361 7   0.017       211.516     1 1 	   
79319  55  0.123       6.127       1 1 	   
176147 8   0.017       941.532     1 1 	   
69099  15  0.003       6.833       1 1 	   
96722  171 0.013       323.235     1 0 	   
77518  73  0.007       26.918      1 1 	   
130975 62  0.050       13.320      1 1 	   
136828 66  0.190       1990.203    1 1 	   
78696  6   0.067       5.067       1 1 	   
128606 54  0.063       453.842     1 1 	   
21337  66  0.007       61.768      1 1 	   
122180 77  0.020       107.509     1 1 	   
129983 66  0.050       79.391      1 1 	   
164627 171 0.020       3239.840    1 0 	   
83257  19  0.043       127.866     1 1 	   
135929 73  0.013       45.702      1 1 	   
143265 12  0.060       14.899      0 1 	   
72633  8   0.060       74.209      1 1 	   
59523  148 0.017       772.289     1 1 	   
84302  105 0.073       6.934       1 1 	   
178402 110 0.010       61.907      1 1 	   
100674 4   0.024       24.109      1 1 	   
165190 4   0.040       1439.081    1 1 	   
217122 54  0.076       400.272     1 1 	   
201381 105 0.014       13.385      1 1 	   
122308 66  0.030       1128.830    1 1 	   
50167  3   0.050       919.783     1 1 	   
